file_path,file_name,lines,type,path,filename,season,episode,series
E:/z_project_extract/The Outcast/Season 2/Subtitles/Outcast_S02_E03.eng.srt,Outcast_S02_E03.eng.srt,805,srt,E:/z_project_extract/The Outcast/Season 2/Subtitles/Outcast_S02_E03.eng.srt,Outcast_S02_E03.eng.srt,2,3,The Outcast
E:/z_project_extract/The Outcast/Season 2/Subtitles/Outcast_S02_E10.eng.srt,Outcast_S02_E10.eng.srt,747,srt,E:/z_project_extract/The Outcast/Season 2/Subtitles/Outcast_S02_E10.eng.srt,Outcast_S02_E10.eng.srt,2,10,The Outcast
